preco_total,area_util,local,vagas,titulo,endereco,descricao
380000.0,180.0,Recanto das Emas,0,Quadra 300 - Recanto Das Emas Quadra 300 - Recanto Das Emas,"Avenida Eucalipto Quadra 300 0, Recanto das Emas, Recanto das Emas Avenida Eucalipto Quadra 300 0, Recanto das Emas, Recanto das Emas","Quadra 300 - Recanto das EmasEXCELENTE PONTO NO RECANTO DAS EMASMelhor localização, próximo ao comércio em geral.Ótima oportunidade de negócio, clientela fixa e fiel.Mini mercado há mais de 07 anos no local.Opção 1: Somente o lote (ponto) - R$ 380.000,00Opção 2: Porteira fechada (com maquinários e mercadorias) - R$ 450.000,00.**ATENÇÃO**Informamos que a Thaís Imobiliária não recebe ou autoriza que qualquer corretor parceiro receba sinal ou pagamentos de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda assinado e reconhecido em cartório. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. Plantão de atendimentoLigue agora e agende sua visita! - 12/02/2019"
270000.0,49.0,Lago Norte,0,Le Office Lago Norte - Sala Duplex - Oportunidade Le Office Lago Norte - Sala Duplex - Oportunidade,"QUADRA CA 11, Lago Norte, Brasília QUADRA CA 11, Lago Norte, Brasília","EXCELENTE SALA DUPLEX DE 49M2, NO ED. LE OFFICE LAGO NORTE, empreendimento fantástico novo e moderno, o primeiro centro empresarial com serviços e facilities, Le office a praticidade é uma palavra levada a sério, foi totalmente pensado para facilitar a rotina de todos. Tudo de melhor está presente nesse projeto.Sua fachada é inteiramente revestida de cerâmica, pastilha, granito e pele de vidro.A primeira impressão do empreendimento que vai valorizar o seu negócio não poderia ser mais impressionante.- Halls com sensor de presença de iluminação, gerando ecomomia e sustentabilidade;- Unidades preparadas para instalação de ar-condicionado;- Elevadores com acessibilidade para portadores de necessidades especiais;- Estacionamento rotativo para clientes com direito de uso de vaga pelo proprietário. Será oferecido serviço de Manobrista*;Agende uma vista Corretor Daniel CaetanoVer dados - 31/12/2018"
171000.0,36.0,Goiás,0,Comercial - Setor Oeste Comercial - Setor Oeste,", Setor Oeste, Goiânia , Setor Oeste, Goiânia","Excelente oportunidade, sala comercial, desoculpada, andar alto, disponivel para montar o que quiser, são 35,62m² de área privativa e 1 vaga de garagem.Obs: Ao lado possui outra sala com 41,65m² Marta Martins (62) Ver dados - 18/09/2018"
320000.0,85.0,Goiás,0,"01038 - Comercial 3 Dorms. (1 Suíte), Turista I - Caldas Novas/go 01038 - Comercial 3 Dorms. (1 Suíte), Turista I - Caldas Novas/go",", Turista I, Caldas Novas , Turista I, Caldas Novas","Excelente Apartamento de 3 quartos no Residencial Promenade em Caldas Novas O apartamento sendo de 3 quartos , 1 sendo suite , sala , cozinha , banheiro social , varanda gorne , todo mobiliado , terceiro andar .Areá de lazer com piscinas termais , sauna , salão de jogos , recepção 24 horas , academia , estacionamento coberto vaga numerada.O valor do imóvel R$ 320.000,00 Tim 064 Ver dados Claro 064 Ver dados WhatsAppClaro 064 Ver dados Vivo 64 Ver dados Sede própria no Shopping Tropical Nivel A Sl. 02Praça Gilson Ribeiro de Macedo N° 15Caldas Novas - GO, Ver dados **As informações e a disponibilidade dos imóveis acima são de responsabilidade dos proprietários dos mesmos e poderão ser alteradas a qualquer momento devendo sempre serem confirmadas com a equipe de atendimento Santana Imoveis.** - Última Atualização: 06/12/2018"
275000.0,32.0,Asa Norte,0,"Sala à Venda, 32 m² Por R$275.000 - Asa Norte - Brasília/df Sala à Venda, 32 m² Por R$275.000 - Asa Norte - Brasília/df","SCN Q 1, Asa Norte, Brasília SCN Q 1, Asa Norte, Brasília","SDN Conjunto Nacional - Brasília/DFExcelente sala, pronta para consultório médico ou outra atividade de prestação de serviço. São 32m², muito bem aproveitados, com sala de espera, com banheiro p visitas e 2 salas separadas, compartilhando outro banheiro. O conjunto conta com ar condicionado em todos os ambientes, localizada no 4 andar, próximo ao hall de elevadores e fácil acesso. Voltada p o setor hoteleiro norte, conta c ampla janela q proporcionam boa claridade e as persianas fixas do edifício (externas), permitem q o interior fique fresco durante o ano inteiro. O Conjunto Nacional, por ser central tem grande circulação de pessoas e a garagem rotativa, permitem fácil acesso ao prédio. Por ser um shopping, conta com vários serviços e lojas q atraem grande número de pessoas.Ligue e agende sua visita!!ATENÇÃO***Informamos que não recebemos ou autorizamos que nenhum corretor parceiro receba sinal ou pagamento de compra de imóveis.Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda Assinado e reconhecido em cartório. * A área do imóvel é uma estimativa e deverá ser confirmada junto a Certidão de Ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. - 11/02/2019 Maurício Rezende: (61) Ver dados"
595000.0,64.0,Asa Norte,0,Sala Com 64 m². Asa Norte Sala Com 64 m². Asa Norte,"Quadra SBN Quadra 2 0, Asa Norte, Brasília Quadra SBN Quadra 2 0, Asa Norte, Brasília","SBN Quadra 02 - Via capital - Asa Norte Pensando em empreender, compre a sua lojaUma loja com amplo salão para mostruário e ofertas, área reservada para estoque, banheiro, espaço para administrativo. Uma loja bem localizada na entrada do Edifício.**ATENÇÃO**Informamos que a Thaís Imobiliária não recebe ou autoriza que qualquer corretor parceiro receba sinal ou pagamentos de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda assinado e reconhecido em cartório. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. Plantão de atendimentoLigue agora e agende sua visita! - 12/02/2019"
290000.0,76.0,Goiás,0,"00857 - Comercial 3 Dorms. (1 Suíte), Jardim Jeriquara - Caldas Novas/go 00857 - Comercial 3 Dorms. (1 Suíte), Jardim Jeriquara - Caldas Novas/go",", Jardim Jeriquara, Caldas Novas , Jardim Jeriquara, Caldas Novas","Prive das Termas 2 6° andar, vista para as piscinas, 03 quartos sendo 01 suíte, sala e cozinha, o apartamento mais barato do prédio, solicite maiores informações. 76,70m² e mais garagem privativa R$ 310.000,00 condomínio R$ 965,00 **As informações e a disponibilidade dos imóveis acima são de responsabilidade dos proprietários dos mesmos e poderão ser alteradas a qualquer momento devendo sempre serem confirmadas com a equipe de atendimento Santana Imoveis.** - Última Atualização: 06/12/2018"
145000.0,68.0,Goiás,0,"05613 - Comercial 2 Dorms. (1 Suíte), Bandeirantes - Caldas Novas/go 05613 - Comercial 2 Dorms. (1 Suíte), Bandeirantes - Caldas Novas/go",", Bandeirante, Caldas Novas , Bandeirante, Caldas Novas","Excelente Apartamento de 2 quartos no Ecologik Park em Caldas Novas Apartamento sendo de 2 quartos , 1 sendo uma suite , sala , cozinha , banheiro social ,sacada ampla , todo mobiliado , voltado para as piscinasAreá de lazer com piscinas termias , sauna , academia , salão de jogos , bar , restuante , area de campo de futebol , área de churrasco O valor do imóvel R$ 145.000,00 código 5613Tim 064 Ver dados Claro 064 Ver dados WhatsAppClaro 064 Ver dados Vivo 64 Ver dadosSede própria no Shopping Tropical Nivel A Sl. 02Praça Gilson Ribeiro de Macedo N° 15Caldas Novas - GO, Ver dados **As informações e a disponibilidade dos imóveis acima são de responsabilidade dos proprietários dos mesmos e poderão ser alteradas a qualquer momento devendo sempre serem confirmadas com a equipe de atendimento Santana Imoveis.** - Última Atualização: 21/12/2018"
340000.0,185.0,São Sebastião,0,Comercial - Setor Residencial Oeste Comercial - Setor Residencial Oeste,"QUADRA QUADRA 205 CONJUNTO, Setor Residencial Oeste, São Sebastião QUADRA QUADRA 205 CONJUNTO, Setor Residencial Oeste, São Sebastião","Prédio Comercial Localizado na quadra 205 conj 01 lote 21 A - Setor Residencial Oeste . BRASILIA - DF DESCRIÇÃO3 Andares área total 185 metros lote medindo 75 metros * térreo: Loja de 75 metros com 2 banheiros e uma pequena área de serviços * Primeiro andar: 2 kitnets com 1 quarto, cozinha americana e banheiro social * Segundo Andar: 1 kitnets com 1 quarto, cozinha americana e banheiro social + área aberta TEM 4 ALUGUEIS QUE SOMAM O VALOR DE R$ 2.000,00 (DOIS MIL REAIS ) MENSAIS. AGENDE SUA VISITA 9 Ver dados WHTAPAZ9 Ver dados TIM - 11/10/2018"
212751.0,25.0,Sudoeste,0,Comercial em Setor Sudoeste - Brasília Comercial em Setor Sudoeste - Brasília,"Quadra QMSW 6 Lote, Sudoeste, Brasília Quadra QMSW 6 Lote, Sudoeste, Brasília","Imóvel com uma excelente localização, próximo ao Parque Sudoeste e em frente ao Centro Meteorológico de Brasília, à 5 minutos do Centro de Brasília. Imóvel novo com água e gás individualizado. Agende sua visita. - Ref.: 37-IMVer dados"
280000.0,27.0,Asa Norte,0,"Sala Le Quartier, Um Conceito Inovador Que Já Nasceu para O Sucesso. Sala Le Quartier, Um Conceito Inovador Que Já Nasceu para O Sucesso.","SHN Quadra 01 Área Especial A Bloco A , Asa Norte, Brasília SHN Quadra 01 Área Especial A Bloco A , Asa Norte, Brasília","Invest Plus Aluga Sala no 10º andar com área privativa de 27m², no mais valorizado de Brasília, o Le Quartier Salas comerciais com serviços de hotel e unidades hoteleiras para quem quer fazer bons negócios.Nesse hotel você encontra; segurança patrimonial 24h, suporte de manutenção predial, gerenciamento predial, manutenção paisagistica, central de limpeza predial. Localizado;1,8 km do Estádio Mané Garrincha2 km do Centro de Convenções Ulysses Guimarães1,5 km da Esplanada dos Ministérios205 m do Shopping Conjunto Nacional Valor: R$ 280.000,00Agende sua visita. 0.Ver dados"
550000.0,66.0,Asa Norte,0,Cln 115 - Loja - Reformada - Aceita Financiamento Cln 115 - Loja - Reformada - Aceita Financiamento,"CLN 115 - Loja - Reformada - Asa Norte, Asa Norte, Brasília CLN 115 - Loja - Reformada - Asa Norte, Asa Norte, Brasília","CLN 115 - LOJA - REFORMADA - ACEITA FINANCIAMENTO - ASA NORTE Localização: Próximo a saída norte e ao Shopping Boulevard, à poucos minutos da Esplanada dos Ministérios, próximo à um comércio variado como lojas de roupas, restaurantes etc..Próximo à bancos e lojas diversas. Descrição da Loja - Loja na lateral do prédio - 66,00 m2 - Constituída de térreo e sobreloja Loja reformada com um restaurante montado constituído por: Térreo:  - Piso em cerâmica  - Portas e janelas em madeira trabalhada - Balcão em Alvenaria e Madeira - Projeto de iluminação - 2 Balcões em aço inox com câmara fria  - 1 Armário em Inox - 1 Cristaleira - Lavabo - 2 Banheiros - 1 Forno industrial  - 1 Elevador de carga - 21 mesas - 59 cadeiras acolchoadas Sobreloja: - Cozinha completa com: - Janelas em madeira trabalhada - 6 bancadas em inox - 1 Fogão industrial - 2 Fritadeiras elétricas industrial - 2 Freezers verticais - 1 freezer horizontal - Exaustor industrial em inox  - 1 Banheiro para empregados com box blidex  Parte Externa: - Projeto de iluminação - Decoração estilo framcês - Toldos - Sistema de CFTV - Sistema de Home Theater - Área coberta na lateral       Descrição Prédio - Prédio misto com comércio embaixo e kit's no primeiro andar - Fachada com revestimento em pastilhas  - Mix de lojas e kit's - Sistema de CFTV Valor de Venda: R$ 550. 000,00 (Quinhentos e Cinquenta Mil Reais) Obs: Quitado - Aceita Financiamento  Valor do Aluguel: R$ 4.000,00 (Quatro Mil Reais) Condomínio: R$ 200,15 (Taxa extra R$ 71,00)  Consulte-nos para maiores informações. Ligue e agende uma visita!"
2700000.0,242.0,Asa Sul,2,Seps 709/909 C m Julio Adnet Melhor Clinica 142 + 100 m² Alugada Seps 709/909 C m Julio Adnet Melhor Clinica 142 + 100 m² Alugada,"SEPS 709/, Asa Sul, Brasília SEPS 709/, Asa Sul, Brasília","MELHOR CLÍNICA DO EMPREENDIMENTO ALUGADA PARA EMPRESA DE RENOME !!!....::: CENTRO MÉDICO JÚLIO ADNET - Excelência em Saúde :::...Assista o vídeo de apresentação do empreendimento.SEP Sul - EQ 709/909, Projeto Técnico pela CONSULTORIA HOSPITALAR VASSERMAN. Alguns diferenciais do Projeto: Jardins internos, Elevador panorâmico, Banheiros coletivos nos andares, Central de vídeo CFTV, Hall dos elevadores em granito. Portaria com controle de acesso, 670 vagas de estacionamento, sendo 390 internas (parte privativas e outra rotativa) e 280 externas, Porte-cochére para embarque e desembarque de visitantes com fontes e espelho dágua, 6 elevadores de última geração + 2 para macas, Estacionamento para até 2 ambulâncias , previsão para instalação de pequenos grupos geradores Rede de oxigênio e ar comprimido. _______________________________________________________________MELHOR CLÍNICA DO EMPREENDIMENTO com 142,17 m² no primeiro pavimento + mezanino de 100 m² JÁ CONSTRUÍDOEspaço para instalação de elevador privativoDE CANTO COM EXCELENTE ILUMINAÇÃO E VISIBILIDADE 02 vagas de garagemValor: R$ 1.950.000,00 (*)________________________________________________________________Informações de 08:00 as 22:00 hs de segunda a domingoInplanta (61) Ver dados Nicolas Papazoglou (Ver dados (whatsapp) ou Rosarita (Ver dados15 anos de experiênciaINPLANTA EMPREENDIMENTOS IMOBILIÁRIOS LTDACreci Jurídico - 12.184 8º Região DFVENDA - AVALIAÇÃO - INVESTIMENTO - LOCAÇÃO e FINANCIAMENTOSite www.inplanta.com.bremail: Ver dados1) Inplanta Lago Norte - CA 05 Bloco I Loja 102 - Edifício St Régis2) Inplanta Noroeste e Asa norte - W4 norte 714/715 bloco E loja 48 (em breve) (*) Valores sujeitos a alterações, correções e disponibilidade da unidade - 14/01/2019"
380000.0,48.0,Asa Norte,0,Loja Comercial no Centro De Brasília; Reformadíssima; Excelente Localização. Loja Comercial no Centro De Brasília; Reformadíssima; Excelente Localização.,"SH/NORTE QUADRA 02 BLOCO J, Asa Norte, Brasília SH/NORTE QUADRA 02 BLOCO J, Asa Norte, Brasília",SALA DIVIDIDA; COPA; BANHEIRO;
300000.0,42.0,Águas Claras,0,"Inédito! Excelente Sala no Df Plaza, Andar Alto, Nascente, Localização Privilegiada. Inédito! Excelente Sala no Df Plaza, Andar Alto, Nascente, Localização Privilegiada.","Rua Copaíba 0, Aguas Norte, Águas Claras Rua Copaíba 0, Aguas Norte, Águas Claras","Cláudio Antônio Imóveis!Vende Sala de 42 m² nunca habitada no DF PLAZA, excelente oportunidade de montar seu negócio com uma localização privilegiada, sala localizada no Andar Alto, Vista para o Plano Piloto, bem arejada e ventilada, não perca está oportunidade de ter seu negócio em uma das melhores localizações de águas claras.Ligue e já marque sua visita:Diego Silva: (61) 9 Ver dados (CRECI 24.013)Cláudio Antônio: (61) 9 Ver dados (CRECI 8.066)Escritório (Whats): (61) 9 Ver dados / (61) Ver dados / (61) Ver dados / (61) Ver dadosCláudio Antônio Imóveis, há mais de 20 anos trazendo a satisfação de morar bem!Cláudio A. Batista Imóveis - EPPCRECI 8 Região: 24.152 JSRTVN 701, Bloco P, Ala B, Salas 2013/2015, Ed. Brasília Rádio Center, Asa Norte - Brasília-DF - 12/02/2019"
265000.0,30.0,Asa Sul,0,"Advanced 2, Nascente, 30 m². Oportunidade. Advanced 2, Nascente, 30 m². Oportunidade.","Quadra SGAS 915, Asa Sul, Brasília Quadra SGAS 915, Asa Sul, Brasília","EXCLUSIVO - SALA ADVANCED 2 - OPORTUNIDADEVirtual imobiliária venda excelente sala nascente no Centro Médico Advanced 2, localizada no segundo andar bem próxima aos elevadores, com 30 m2, original. Oportunidade. Solicite uma visita.CESSE (www.virtualimobiliaria.com.br) E VEJA MAIS DE 40 FOTOS GRANDES E COM BOA RESOLUÇÃO DESTE IMÓVEL! VENDA - TROCA - ADMINISTRA LIGUE E AVALIE SEU IMÓVEL GRATUITAMENTE! VIRTUAL IMOBILIARIA 61.9.Ver dados (MARCELO SAYÃO) - CRECI/DF 859361.Ver dados (EDUARDO) 61.9.Ver dados (LUIZ FERNANDO) - CRECI/DF 8581 61.Ver dados (ESCRITORIO DA VIRTUAL IMOBILIARIA) - CJ Ver dados MAIS DE 09 ANOS DE EXPERIÊNCIA NO MERCADO DE BRASÍLIA. CERTIDÕES DO IMÓVEL E DOS VENDEDORES: Os documentos necessários à transferência do imóvel foram emitidos e estão à disposição no escritório da Virtual Imobiliária, assim como a Autorização de Venda. Codigo anúncio: VILLA87278 - Ver dados"
220000.0,33.0,Asa Sul,0,Sala A Venda Ed. Multiempresarial Asa Sul Brasilia Sala A Venda Ed. Multiempresarial Asa Sul Brasilia,", Asa Sul, Brasília , Asa Sul, Brasília","EDIFICIO: MULTIEMPRESARIALSALA COMERCIAL 33M2 UTIL, BANHEIRO, VÃO LIVRE, ENDEREÇO: SRTVS QUADRA 701 Bloco O, Asa Sul Brasília-DF.LOCALIZAÇÃO: Frente Escola Dom Bosco, Próximo aos Shopping Venâncio 2000, Pátio Brasil, Bancos, Restaurantes, Cartórios, Parque da Cidade.DESCRIÇÃO DA SALA: - Área útil com 33 m²;- Piso em cerâmica;- Banheiro;- Com ou sem 02 vagas de garagensR$ 220,000,00 (duzentos e vinte mil reais) com 01 vaga ouR$ 256.000,00 com duas vagas ouR$ 180.000,00 (cento e oitenta mil) sem vagaCONDOMÍNIO:- 02 Entradas independentes;- 04 Elevadores por portaria (social e de serviço);- Recepção;- Praça de Alimentação - Portaria 24horas;- Portão eletrônico;VALOR DO IPTU/TLP DA SALA: R$ 1.704,00 ou 6 x R$ 284,00 Ligue agora e agende uma visita!Telefone(s): (61) Ver dados / Ver dados (Whatsapp) - 10/12/2018"
390000.0,150.0,Asa Norte,0,"Ponto à Venda, Asa Norte - Brasília/df Ponto à Venda, Asa Norte - Brasília/df","Quadra CLN 209 Bloco D 0, Asa Norte, Brasília Quadra CLN 209 Bloco D 0, Asa Norte, Brasília","SCLN 209 Bloco D - Asa NortePonto comercial restaurante self service com espaço térreo e subsolo, com 50 lugares em cada área, total 100 lugares, faturamento médio mensal: R$ 98.000,00 reais. Ótima localização com clientela fidelizada. Aluguel de imóvel: R$ 5.000,00 reais, portareia fechada, isto é, com tudo dentro. Aceita imóvel de menor valor.Restaurante Sinhá Moça, é um ótimo restaurante de qualidade.**ATENÇÃO**Informamos que a Thaís Imobiliária não recebe ou autoriza que qualquer corretor parceiro receba sinal ou pagamentos de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda assinado e reconhecido em cartório. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. Plantão de atendimentoLigue agora e agende sua visita! - 12/02/2019"
750000.0,103.0,Setor De Industrias,0,Sig Quadra 01 - Ed Barão Do Rio Branco - Brasilia - Sa0201 Sig Quadra 01 - Ed Barão Do Rio Branco - Brasilia - Sa0201,"Quadra SIG Quadra 1 495, Setor De Industrias, Brasília Quadra SIG Quadra 1 495, Setor De Industrias, Brasília","SIG Quadra 01 - Ed Barão do Rio Branco - BrasiliaSala comercial linda e bem localizada. Toda em granito preto, grande oportunidade, no centro da capital Federal, ao lado do TJ e seu escritório. A sua empresa em localização privilegiada.- As salas podem ser negociadas juntas ou separadamente.Agende uma visita !**ATENÇÃO**Informamos que a Thaís Imobiliária não recebe ou autoriza que qualquer corretor parceiro receba sinal ou pagamentos de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda assinado e reconhecido em cartório. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. Plantão de atendimentoLigue agora e agende sua visita! - 12/02/2019"
1750000.0,250.0,Asa Norte,0,Scrn 704/705 Frente P/ W3 Excelente Localização Scrn 704/705 Frente P/ W3 Excelente Localização,"SCRN 704/705 , Asa Norte, Brasília SCRN 704/705 , Asa Norte, Brasília","FRENTE P/ W3, EXCELENTE LOCALIZAÇÃO,Mais informações;Nogueira Ver dados"
230000.0,29.0,Asa Norte,0,Asa Norte - Shn Quadra 1 Bloco D - Edifício Fusion Work Asa Norte - Shn Quadra 1 Bloco D - Edifício Fusion Work,"SHN Quadra 1 Bloco D, Asa Norte, Brasília SHN Quadra 1 Bloco D, Asa Norte, Brasília","Pires imóveis VENDE excelente sala comercial no Edifício Fusion Work, no 15 Andar, NASCENTE, com vaga na garagem, - Sala comercial ampla, com aproximadamente 29M²- Banheiro Social- Piso em cerâmica Possui uma das melhores localizações de Brasilia, próximo ao conjunto nacional.* Excelente para quem quer investir, imóvel ja ALUGADO pelo valor de R$ 850,00 R$ 230.000,00 - Aceita proposta!NÃO PERCA ESSA OPORTUNIDADE!AGENDE AGORA SUA VISITAVer dados (CLARO)Ver dados (TEL FIXO)Para outros imóveis acesse nosso site: www.piresimoveis.com - 23/08/2018"
1900000.0,200.0,Asa Sul,0,Crs 513 - Prédio para Investimento Crs 513 - Prédio para Investimento,"CRS 513 , Asa Sul, Brasília CRS 513 , Asa Sul, Brasília","Prédio na W3 sul, com 200 metros, excelentes para investidores e empresários, possuem 3 lojas sendo que 2 estão alugadas uma para oficina mecânica e outra para barbearia, e 4 sobre lojas alugadas. Agende uma visita"
220000.0,30.0,Lago Sul,0,"Sala Comercial à Venda, Smdb Lago Sul, Brasília. Sala Comercial à Venda, Smdb Lago Sul, Brasília.","Conjunto SMDB Conjunto 12 0, Lago Sul, Brasília Conjunto SMDB Conjunto 12 0, Lago Sul, Brasília","Sala Comercial SMDB Conj 12 Lago SulExcelente localização, comércio no local, sendo uma sala dividida e 1 banheiro, ceramica.Ótimo local para investir.ACEITA FINANCIAMENTO.**ATENÇÃO**Informamos que a Thaís Imobiliária não recebe ou autoriza que qualquer corretor parceiro receba sinal ou pagamentos de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda assinado e reconhecido em cartório. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. Plantão de atendimentoLigue agora e agende sua visita! - 12/02/2019"
2000000.0,1200.0,Samambaia,22,Colonia Ágricola Samambaia - Quadra 152 Colonia Ágricola Samambaia - Quadra 152,"Chácara Colonia Ágricola Samambaia - Quadra 152, Samambaia, Samambaia Chácara Colonia Ágricola Samambaia - Quadra 152, Samambaia, Samambaia","PRÉDIO na Colônia AgriculaSamambaiaem frente ao Taguaparque Prédio com 3pisos (subsolo, térreoe 1º pavimento) Imóvel comacessibilidade. Área externa descoberta. Recepção. Hall de entrada. Espaços divididos e também em vão livre. Ideal paraSalão de Festas, Escolas, Cursos, Academias, Igrejas etc. BENEFÍCIOS: Localização privilegiada(na Avenida principal da Colônia Agrícula Samambaia), em frente ao Taguaparque,ponto nobre do bairro, acesso facilitado. Amplo estacionamento no local e intermediações. Observações Importantes: O valor de IPTU/TLP refere-se aovalor total do ano e será cobrado dividido em 12 parcelas. Os valores e informações poderão sofrer alteração sem prévio aviso. Procure se informar sobre a LEI Nº 8.245, de 18 de Outubro de 1991, denominada LEI DO INQUILINATO e assim estar ciente de suas implicações."
4140500.0,5987.0,Águas Claras,0,Av Das Araucarias Estacionamento Rotativo Shopping Metrópole Av Das Araucarias Estacionamento Rotativo Shopping Metrópole,"AV. DAS ARAUCARIAS, Aguas Sul, Águas Claras AV. DAS ARAUCARIAS, Aguas Sul, Águas Claras","****BRASNIL VENDE*****Venda do estacionamento rotativo.*ESPETACULAR LOJAS NO....SHOPPING METRÓPOLE E RESIDÊNCIA....;*TEMOS AS ÚLTIMAS E AS MELHORES UNIDADES DO SHOPPING TODAS DE ESQUINA;*LOJAS COM PÉ DIREITO DUPLO AUMENTANDO EM ATÉ 50% O ESPAÇO DO IMÓVEL;*ESTACIONAMENTO ROTATIVO 172 VAGAS;*LOJAS: 80*QUIOSQUES: 13*APARTAMENTOS: 96*PISOS DE LOJAS: 02*PRAÇA DE ALIMENTAÇÃO;*NÃO POSSUI TAXA ADMINISTRATIVA DO SHOPPING;*CONDOMÍNIO VARIA ENTRE 20 A 25M²;*SHOPPING METRÓPOLE E RESIDÊNCIA ESTÁ LOCALIZADO NA PRINCIPAL AVENIDA DE ÁGUAS CLARAS POSSUI AMPLO ESPAÇO INTERNO, EXTERNO E ESTACIONAMENTO COM 172 VAGAS DE GARAGEM ROTATIVAS;*EMPRESAS JÁ INSTALADAS NO SHOPPING: *BURGER KING, *LABORATÓRIO SABIN, *HERING STORE, *BANCOS BRB E CAIXA, *CHIQUINHO SORVETES, *MAX SUSHI, *FIRST CLASS, *PIRMA, - 17/02/2017"
1680000.0,380.0,Asa Sul,0,Comercial à Venda - na Asa Sul Comercial à Venda - na Asa Sul,"Quadra CRS 513, Asa Sul, Brasília Quadra CRS 513, Asa Sul, Brasília","Oportunidade de investimento Prédio vazado, terreno de 200m² - Loja com subsolo e mezanino, voltada para a W3, 180m². - Apartamento de 2 quartos, com 60m² - Loja térrea com 140, voltada para W2. Agende sua visita e faça uma proposta!"
150000.0,27.0,Águas Claras,0,Rua Das Figueiras - Res. Park Way - Águas Claras Rua Das Figueiras - Res. Park Way - Águas Claras,"Rua das Figueiras 6, Aguas Norte, Águas Claras Rua das Figueiras 6, Aguas Norte, Águas Claras","Rua das Figueiras - Res. Park Way - Águas Claras Ótima localização de Águas Claras.Vagas de garagem na frente do prédio.Ótima loja com 26,79m² quadrado e banheiro. ( Comercial )Piso e banheiro reformado.**ATENÇÃO**Informamos que a Thaís Imobiliária não recebe ou autoriza que qualquer corretor parceiro receba sinal ou pagamentos de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda assinado e reconhecido em cartório. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. Plantão de atendimentoLigue agora e agende sua visita! - 12/02/2019"
880000.0,52.0,Noroeste,2,Loja Pronta para Montar Seu Negocio no Noroeste Oportunidade Tl 98101 - 0333 Zap Loja Pronta para Montar Seu Negocio no Noroeste Oportunidade Tl 98101 - 0333 Zap,"CLNW , Noroeste, Brasília CLNW , Noroeste, Brasília","VENDE LOJA COMERCIAL: CLNW 10/11 ÓTIMA LOCALIZAÇÃO! PODE SER USADA PARA ALIMENTAÇÃO! 2 VAGAS DE GARAGEM NO SUBSOLO COM A POSSIBILIDADE DE SER FECHADA E SER USADA COMO DEPÓSITO DA LOJA! MEZANINO COM BANHEIRO! EXCELENTE PARA INVESTIR OU EXPLORAR COMO COMÉRCIO! AVALIAÇÃO GRATUITA FAZEMOS ! EXCELENTE LOJA NAS CLNW 10/11 PRONTA PARA ATUAR E COLOCAR SEU NEGOCIO ende ótima oportunidade de LOJA em Excelente localização no Noroeste!!! LOJA PRONTA!!!!! 1000 metros dos principais Hipermercados de BSB - Loja com Mezanino - 2 Vagas de Garagem EQUIPE MIRANDA HAUSE , DE PLANTÃO INCLUSIVE AOS FINAIS DE SEMANA! EMAIL Ver dados TELEFONES Ver dados TIM WHATSAPP Ver dados VIVO Ver dados CLARO Ver dados OI PREÇO SOBRE APROVAÇÃO DO DONO."
